subject,predicate,object,timestamp,latitude,longitude,source,force,tracking_id,uuid,entity_type,damage,smoke,flaming,mobility_kill,firepower_kill,suppression_level
FRT69005,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.38705850,-157.73572997,UAV 4,1,1:3001:150,FRT69005,1:1:45:1:2:1:0,0,false,false,false,false,0
FRM113002,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.39194320,-157.74731708,UAV 4,1,1:3001:153,FRM113002,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV008,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.39153479,-157.74585366,UAV 4,1,1:3001:190,FRLAV008,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.38717571,-157.73537348,UAV 4,1,1:3001:216,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69008,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.38753698,-157.73537270,UAV 4,1,1:3001:268,FRT69008,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69009,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.38762729,-157.73537250,UAV 4,1,1:3001:270,FRT69009,1:1:45:1:2:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.39223176,-157.74725560,UAV 4,1,1:3001:290,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.39176161,-157.74557259,UAV 4,1,1:3001:295,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.39234142,-157.74751911,UAV 4,1,1:3001:302,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.39183897,-157.74574801,UAV 4,1,1:3001:305,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT69010,move to,LOC_중앙킬존남측,2026-08-09T08:53:44.000Z,21.38771761,-157.73537231,UAV 4,1,1:3001:325,FRT69010,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69007,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38745544,-157.73533347,UAV 4,1,1:3001:1515,FRT69007,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38320263,-157.75127888,UAV 4,1,1:3001:1517,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38700386,-157.73533445,UAV 4,1,1:3001:1528,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38691354,-157.73533465,UAV 4,1,1:3001:1530,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80002,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38313511,-157.75121484,UAV 4,1,1:3001:1542,FRT80002,1:1:222:1:1:1:0,0,false,false,false,false,0
FRMORT002,FFE-on-Location,LOC_적박격포진지,2026-08-09T08:59:21.000Z,21.39112390,-157.73727132,UAV 4,1,1:3001:1547,FRMORT002,1:1:71:10:1:0:1,0,false,false,false,false,0
FRTRK1001,move to,LOC_남측제1방어선,2026-08-09T08:59:21.000Z,21.38830321,-157.75041322,UAV 4,1,1:3001:1548,FRTRK1001,1:1:225:7:12:0:0,0,false,false,false,false,0
FRM113003,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39233243,-157.74742356,UAV 4,1,1:3001:1552,FRM113003,1:1:225:2:3:1:0,0,false,false,false,false,0
ENM35004,move to,LOC_적북측접근로,2026-08-09T08:59:21.000Z,21.37347888,-157.73301592,UAV 4,2,1:3001:1555,ENM35004,1:1:225:7:1:6:0,0,false,false,false,false,0
FRT80005,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38293254,-157.75102272,UAV 4,1,1:3001:1570,FRT80005,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT69006,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38736512,-157.73533367,UAV 4,1,1:3001:1571,FRT69006,1:1:45:1:2:1:0,0,false,false,false,false,0
FRMORT001,FFE-on-Location,LOC_적포병진지,2026-08-09T08:59:21.000Z,21.39104607,-157.73719078,UAV 4,1,1:3001:1588,FRMORT001,1:1:71:10:1:0:1,0,false,false,false,false,0
FRLAV002,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39168193,-157.74530139,UAV 4,1,1:3001:1596,FRLAV002,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV006,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39183196,-157.74565228,UAV 4,1,1:3001:1601,FRLAV006,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT69003,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38709417,-157.73533425,UAV 4,1,1:3001:1610,FRT69003,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69005,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38727481,-157.73533386,UAV 4,1,1:3001:1611,FRT69005,1:1:45:1:2:1:0,0,false,false,false,false,0
FRM113007,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39248217,-157.74777461,UAV 4,1,1:3001:1612,FRM113007,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113002,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39229499,-157.74733580,UAV 4,1,1:3001:1614,FRM113002,1:1:225:2:3:1:0,0,false,false,false,false,0
ENM35002,move to,LOC_적북측접근로,2026-08-09T08:59:21.000Z,21.37345731,-157.73310956,UAV 4,2,1:3001:1645,ENM35002,1:1:225:7:1:6:0,0,false,false,false,false,0
FRLAV008,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39190693,-157.74582776,UAV 4,1,1:3001:1651,FRLAV008,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80008,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38272998,-157.75083059,UAV 4,1,1:3001:1661,FRT80008,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113006,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39244474,-157.74768685,UAV 4,1,1:3001:1662,FRM113006,1:1:225:2:3:1:0,0,false,false,false,false,0
FRMORT004,none,,2026-08-09T08:59:21.000Z,21.39119933,-157.73718822,UAV 4,1,1:3001:1672,FRMORT004,1:1:71:10:1:0:1,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38718449,-157.73533406,UAV 4,1,1:3001:1675,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80006,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38286502,-157.75095868,UAV 4,1,1:3001:1679,FRT80006,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80007,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38279749,-157.75089464,UAV 4,1,1:3001:1709,FRT80007,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV001,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39164445,-157.74521365,UAV 4,1,1:3001:1723,FRLAV001,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT69008,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38754575,-157.73533327,UAV 4,1,1:3001:1725,FRT69008,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80003,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38306759,-157.75115080,UAV 4,1,1:3001:1726,FRT80003,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT69009,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38763607,-157.73533308,UAV 4,1,1:3001:1727,FRT69009,1:1:45:1:2:1:0,0,false,false,false,false,0
FRLAV003,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39171944,-157.74538911,UAV 4,1,1:3001:1729,FRLAV003,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80004,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38300007,-157.75108675,UAV 4,1,1:3001:1737,FRT80004,1:1:222:1:1:1:0,0,false,false,false,false,0
FRMORT003,FFE-on-Location,LOC_적북측접근로,2026-08-09T08:59:21.000Z,21.39112150,-157.73710768,UAV 4,1,1:3001:1744,FRMORT003,1:1:71:10:1:0:1,0,false,false,false,false,0
FRM113005,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39240732,-157.74759908,UAV 4,1,1:3001:1746,FRM113005,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39225758,-157.74724803,UAV 4,1,1:3001:1747,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39179447,-157.74556455,UAV 4,1,1:3001:1752,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39236986,-157.74751133,UAV 4,1,1:3001:1759,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39186945,-157.74574002,UAV 4,1,1:3001:1762,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK2003,move to,LOC_남측제1방어선,2026-08-09T08:59:21.000Z,21.38804748,-157.75054902,UAV 4,1,1:3001:1768,FRTRK2003,1:1:225:7:12:8:0,0,false,false,false,false,0
FRT69010,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.38772639,-157.73533288,UAV 4,1,1:3001:1780,FRT69010,1:1:45:1:2:1:0,0,false,false,false,false,0
FRLAV004,move to,LOC_중앙킬존남측,2026-08-09T08:59:21.000Z,21.39175695,-157.74547683,UAV 4,1,1:3001:1790,FRLAV004,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK1004,move to,LOC_남측제1방어선,2026-08-09T08:59:21.000Z,21.38831579,-157.75050871,UAV 4,1,1:3001:1803,FRTRK1004,1:1:225:7:12:0:0,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38320326,-157.75117420,UAV 4,1,1:3001:1517,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38696387,-157.73542071,UAV 4,1,1:3001:1528,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38687388,-157.73542112,UAV 4,1,1:3001:1530,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38313571,-157.75110996,UAV 4,1,1:3001:1542,FRT80002,1:1:222:1:1:1:0,0,false,false,false,false,0
FRTRK1001,move to,LOC_남측제1방어선,2026-08-09T08:59:22.000Z,21.38829683,-157.75037008,UAV 4,1,1:3001:1548,FRTRK1001,1:1:225:7:12:0:0,0,false,false,false,false,0
FRM113003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39224329,-157.74742086,UAV 4,1,1:3001:1552,FRM113003,1:1:225:2:3:1:0,0,false,false,false,false,0
ENM35004,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37346332,-157.73307909,UAV 4,2,1:3001:1555,ENM35004,1:1:225:7:1:6:0,0,false,false,false,false,0
FRT80005,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38293312,-157.75091762,UAV 4,1,1:3001:1570,FRT80005,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39157043,-157.74531481,UAV 4,1,1:3001:1596,FRLAV002,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV006,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39173556,-157.74566143,UAV 4,1,1:3001:1601,FRLAV006,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT69003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38705386,-157.73542031,UAV 4,1,1:3001:1610,FRT69003,1:1:45:1:2:1:0,0,false,false,false,false,0
FRM113007,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39238751,-157.74776920,UAV 4,1,1:3001:1612,FRM113007,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39220699,-157.74733372,UAV 4,1,1:3001:1614,FRM113002,1:1:225:2:3:1:0,0,false,false,false,false,0
ENM35002,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37344137,-157.73317425,UAV 4,2,1:3001:1645,ENM35002,1:1:225:7:1:6:0,0,false,false,false,false,0
FRLAV008,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39181598,-157.74583550,UAV 4,1,1:3001:1651,FRLAV008,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80008,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38273048,-157.75072464,UAV 4,1,1:3001:1661,FRT80008,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113006,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39235294,-157.74768230,UAV 4,1,1:3001:1662,FRM113006,1:1:225:2:3:1:0,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38714386,-157.73541991,UAV 4,1,1:3001:1675,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80006,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38286557,-157.75085334,UAV 4,1,1:3001:1679,FRT80006,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80007,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38279805,-157.75078912,UAV 4,1,1:3001:1709,FRT80007,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39152267,-157.74522927,UAV 4,1,1:3001:1723,FRLAV001,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38306818,-157.75104564,UAV 4,1,1:3001:1726,FRT80003,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39161186,-157.74540122,UAV 4,1,1:3001:1729,FRLAV003,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38300065,-157.75098147,UAV 4,1,1:3001:1737,FRT80004,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113005,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39231717,-157.74759524,UAV 4,1,1:3001:1746,FRM113005,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39217311,-157.74724672,UAV 4,1,1:3001:1747,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39169526,-157.74557442,UAV 4,1,1:3001:1752,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39227905,-157.74750794,UAV 4,1,1:3001:1759,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39177629,-157.74574844,UAV 4,1,1:3001:1762,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK2003,move to,LOC_남측제1방어선,2026-08-09T08:59:22.000Z,21.38804041,-157.75049185,UAV 4,1,1:3001:1768,FRTRK2003,1:1:225:7:12:8:0,0,false,false,false,false,0
FRLAV004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39165246,-157.74548777,UAV 4,1,1:3001:1790,FRLAV004,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK1004,move to,LOC_남측제1방어선,2026-08-09T08:59:22.000Z,21.38830864,-157.75046030,UAV 4,1,1:3001:1803,FRTRK1004,1:1:225:7:12:0:0,0,false,false,false,false,0
ENGAZ002,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37326083,-157.73315723,UAV 4,2,1:3001:1626,ENGAZ002,1:1:222:7:8:0:0,0,false,false,false,false,0
ENGAZ004,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37328245,-157.73306331,UAV 4,2,1:3001:1743,ENGAZ004,1:1:222:7:8:0:0,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38320326,-157.75117420,UAV 4,1,1:3001:1517,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38696387,-157.73542071,UAV 4,1,1:3001:1528,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38687388,-157.73542112,UAV 4,1,1:3001:1530,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38313571,-157.75110996,UAV 4,1,1:3001:1542,FRT80002,1:1:222:1:1:1:0,0,false,false,false,false,0
FRTRK1001,move to,LOC_남측제1방어선,2026-08-09T08:59:22.000Z,21.38829683,-157.75037008,UAV 4,1,1:3001:1548,FRTRK1001,1:1:225:7:12:0:0,0,false,false,false,false,0
FRM113003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39224329,-157.74742086,UAV 4,1,1:3001:1552,FRM113003,1:1:225:2:3:1:0,0,false,false,false,false,0
ENM35004,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37346332,-157.73307909,UAV 4,2,1:3001:1555,ENM35004,1:1:225:7:1:6:0,0,false,false,false,false,0
FRT80005,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38293312,-157.75091762,UAV 4,1,1:3001:1570,FRT80005,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39157043,-157.74531481,UAV 4,1,1:3001:1596,FRLAV002,1:1:39:2:6:1:0,0,false,false,false,false,0
FRLAV006,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39173556,-157.74566143,UAV 4,1,1:3001:1601,FRLAV006,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT69003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38705386,-157.73542031,UAV 4,1,1:3001:1610,FRT69003,1:1:45:1:2:1:0,0,false,false,false,false,0
FRM113007,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39238751,-157.74776920,UAV 4,1,1:3001:1612,FRM113007,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113002,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39220699,-157.74733372,UAV 4,1,1:3001:1614,FRM113002,1:1:225:2:3:1:0,0,false,false,false,false,0
ENM35002,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37344137,-157.73317425,UAV 4,2,1:3001:1645,ENM35002,1:1:225:7:1:6:0,0,false,false,false,false,0
FRLAV008,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39181598,-157.74583550,UAV 4,1,1:3001:1651,FRLAV008,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80008,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38273048,-157.75072464,UAV 4,1,1:3001:1661,FRT80008,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113006,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39235294,-157.74768230,UAV 4,1,1:3001:1662,FRM113006,1:1:225:2:3:1:0,0,false,false,false,false,0
FRT69004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38714386,-157.73541991,UAV 4,1,1:3001:1675,FRT69004,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80006,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38286557,-157.75085334,UAV 4,1,1:3001:1679,FRT80006,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT80007,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38279805,-157.75078912,UAV 4,1,1:3001:1709,FRT80007,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39152267,-157.74522927,UAV 4,1,1:3001:1723,FRLAV001,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38306818,-157.75104564,UAV 4,1,1:3001:1726,FRT80003,1:1:222:1:1:1:0,0,false,false,false,false,0
FRLAV003,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39161186,-157.74540122,UAV 4,1,1:3001:1729,FRLAV003,1:1:39:2:6:1:0,0,false,false,false,false,0
FRT80004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.38300065,-157.75098147,UAV 4,1,1:3001:1737,FRT80004,1:1:222:1:1:1:0,0,false,false,false,false,0
FRM113005,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39231717,-157.74759524,UAV 4,1,1:3001:1746,FRM113005,1:1:225:2:3:1:0,0,false,false,false,false,0
FRM113001,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39217311,-157.74724672,UAV 4,1,1:3001:1747,FRM113001,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV005,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39169526,-157.74557442,UAV 4,1,1:3001:1752,FRLAV005,1:1:39:2:6:1:0,0,false,false,false,false,0
FRM113004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39227905,-157.74750794,UAV 4,1,1:3001:1759,FRM113004,1:1:225:2:3:1:0,0,false,false,false,false,0
FRLAV007,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39177629,-157.74574844,UAV 4,1,1:3001:1762,FRLAV007,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK2003,move to,LOC_남측제1방어선,2026-08-09T08:59:22.000Z,21.38804041,-157.75049185,UAV 4,1,1:3001:1768,FRTRK2003,1:1:225:7:12:8:0,0,false,false,false,false,0
FRLAV004,move to,LOC_중앙킬존남측,2026-08-09T08:59:22.000Z,21.39165246,-157.74548777,UAV 4,1,1:3001:1790,FRLAV004,1:1:39:2:6:1:0,0,false,false,false,false,0
FRTRK1004,move to,LOC_남측제1방어선,2026-08-09T08:59:22.000Z,21.38830864,-157.75046030,UAV 4,1,1:3001:1803,FRTRK1004,1:1:225:7:12:0:0,0,false,false,false,false,0
ENGAZ002,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37326083,-157.73315723,UAV 4,2,1:3001:1626,ENGAZ002,1:1:222:7:8:0:0,0,false,false,false,false,0
ENGAZ004,move to,LOC_적북측접근로,2026-08-09T08:59:22.000Z,21.37328245,-157.73306331,UAV 4,2,1:3001:1743,ENGAZ004,1:1:222:7:8:0:0,0,false,false,false,false,0
FRT80001,move to,LOC_중앙킬존남측,2026-08-09T08:59:23.000Z,21.38320326,-157.75117420,UAV 4,1,1:3001:1517,FRT80001,1:1:222:1:1:1:0,0,false,false,false,false,0
FRT69002,move to,LOC_중앙킬존남측,2026-08-09T08:59:23.000Z,21.38696387,-157.73542071,UAV 4,1,1:3001:1528,FRT69002,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT69001,move to,LOC_중앙킬존남측,2026-08-09T08:59:23.000Z,21.38687388,-157.73542112,UAV 4,1,1:3001:1530,FRT69001,1:1:45:1:2:1:0,0,false,false,false,false,0
FRT80002,move to,LOC_중앙킬존남측,2026-08-09T08:59:23.000Z,21.38313571,-157.75110996,UAV 4,1,1:3001:1542,FRT80002,1:1:222:1:1:1:0,0,false,false,false,false,0
FRTRK1001,move to,LOC_남측제1방어선,2026-08-09T08:59:23.000Z,21.38829683,-157.75037008,UAV 4,1,1:3001:1548,FRTRK1001,1:1:225:7:12:0:0,0,false,false,false,false,0
FRM113003,move to,LOC_중앙킬존남측,2026-08-09T08:59:23.000Z,21.39224329,-157.74742086,UAV 4,1,1:3001:1552,FRM113003,1:1:225:2:3:1:0,0,false,false,false,false,0
