00:00에 **US Army M4(FR-INF-001, 방어 보병 1)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-001)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-013, 방어 보병 13)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-013)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-014, 방어 보병 14)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-014)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-015, 방어 보병 15)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-015)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-016, 방어 보병 16)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-016)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-017, 방어 보병 17)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-017)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-018, 방어 보병 18)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-018)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-019, 방어 보병 19)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-019)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-020, 방어 보병 20)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-020)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-021, 방어 보병 21)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-021)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-022, 방어 보병 22)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-022)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-023, 방어 보병 23)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-023)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-024, 방어 보병 24)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-024)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-025, 방어 보병 25)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-025)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-026, 방어 보병 26)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-026)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-027, 방어 보병 27)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-027)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-028, 방어 보병 28)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-028)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-029, 방어 보병 29)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-029)**의 초기 상태는 대기 상태이다.
00:00에 **US Army M4(FR-INF-030, 방어 보병 30)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-030)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-031, 방어 보병 31)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-031)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-032, 방어 보병 32)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-032)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-033, 방어 보병 33)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-033)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-034, 방어 보병 34)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-034)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-035, 방어 보병 35)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-035)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-036, 방어 보병 36)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-036)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-037, 방어 보병 37)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-037)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-038, 방어 보병 38)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-038)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-039, 방어 보병 39)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-039)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-040, 방어 보병 40)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-040)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-041, 방어 보병 41)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-041)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-042, 방어 보병 42)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-042)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-043, 방어 보병 43)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-043)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-044, 방어 보병 44)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-044)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-045, 방어 보병 45)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-045)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-046, 방어 보병 46)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-046)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-047, 방어 보병 47)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-047)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-048, 방어 보병 48)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-048)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-049, 방어 보병 49)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-049)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-050, 방어 보병 50)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-050)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-051, 방어 보병 51)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-051)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-052, 방어 보병 52)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-052)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-053, 방어 보병 53)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-053)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-054, 방어 보병 54)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-054)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-055, 방어 보병 55)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-055)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-056, 방어 보병 56)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-056)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-057, 방어 보병 57)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-057)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-058, 방어 보병 58)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-058)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-059, 방어 보병 59)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-059)**의 초기 상태는 대기 상태이다.
00:01에 **US Army M4(FR-INF-060, 방어 보병 60)**은/는 남측 제1방어선에 위치한다. **US Army M4(FR-INF-060)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-001, 대전차팀 1)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-001)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-002, 대전차팀 2)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-002)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-003, 대전차팀 3)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-003)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-004, 대전차팀 4)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-004)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-005, 대전차팀 5)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-005)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-006, 대전차팀 6)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-006)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-007, 대전차팀 7)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-007)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-008, 대전차팀 8)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-008)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-009, 대전차팀 9)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-009)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-010, 대전차팀 10)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-010)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-011, 대전차팀 11)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-011)**의 초기 상태는 대기 상태이다.
00:02에 **US Army Javelin(FR-AT-012, 대전차팀 12)**은/는 남측 제1방어선에 위치한다. **US Army Javelin(FR-AT-012)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-001, 근접화력팀 1)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-001)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-002, 근접화력팀 2)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-002)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-003, 근접화력팀 3)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-003)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-004, 근접화력팀 4)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-004)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-005, 근접화력팀 5)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-005)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-006, 근접화력팀 6)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-006)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-007, 근접화력팀 7)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-007)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-008, 근접화력팀 8)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-008)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-009, 근접화력팀 9)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-009)**의 초기 상태는 대기 상태이다.
00:02에 **Turkish Soldier RPG(FR-RPG-010, 근접화력팀 10)**은/는 남측 제2방어선에 위치한다. **Turkish Soldier RPG(FR-RPG-010)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-001, 감시·저격조 1)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-001)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-002, 감시·저격조 2)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-002)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-003, 감시·저격조 3)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-003)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-004, 감시·저격조 4)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-004)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-005, 감시·저격조 5)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-005)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-006, 감시·저격조 6)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-006)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-007, 감시·저격조 7)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-007)**의 초기 상태는 대기 상태이다.
00:02에 **US Army XM107(FR-SNP-008, 감시·저격조 8)**은/는 남측 고지 관측소에 위치한다. **US Army XM107(FR-SNP-008)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-001, 서측 전차 1)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-001)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-002, 서측 전차 2)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-002)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-003, 서측 전차 3)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-003)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-004, 서측 전차 4)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-004)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-005, 서측 전차 5)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-005)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-006, 서측 전차 6)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-006)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-007, 서측 전차 7)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-007)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-008, 서측 전차 8)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-008)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-009, 서측 전차 9)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-009)**의 초기 상태는 대기 상태이다.
00:03에 **T-69 MBT(FR-T69-010, 서측 전차 10)**은/는 서측 능선에 위치한다. **T-69 MBT(FR-T69-010)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-001, 동측 전차 1)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-001)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-002, 동측 전차 2)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-002)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-003, 동측 전차 3)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-003)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-004, 동측 전차 4)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-004)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-005, 동측 전차 5)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-005)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-006, 동측 전차 6)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-006)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-007, 동측 전차 7)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-007)**의 초기 상태는 대기 상태이다.
00:03에 **T-80 MBT(FR-T80-008, 동측 전차 8)**은/는 동측 능선에 위치한다. **T-80 MBT(FR-T80-008)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-001, 장갑 수송차 1)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-001)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-002, 장갑 수송차 2)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-002)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-003, 장갑 수송차 3)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-003)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-004, 장갑 수송차 4)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-004)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-005, 장갑 수송차 5)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-005)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-006, 장갑 수송차 6)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-006)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-007, 장갑 수송차 7)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-007)**의 초기 상태는 대기 상태이다.
00:03에 **LAV III APC(FR-LAV-008, 장갑 수송차 8)**은/는 남측 제2방어선에 위치한다. **LAV III APC(FR-LAV-008)**의 초기 상태는 대기 상태이다.
00:03에 **M113 APC(FR-M113-001, 궤도 수송차 1)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-001)**의 초기 상태는 대기 상태이다.
00:03에 **M113 APC(FR-M113-002, 궤도 수송차 2)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-002)**의 초기 상태는 대기 상태이다.
00:03에 **M113 APC(FR-M113-003, 궤도 수송차 3)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-003)**의 초기 상태는 대기 상태이다.
00:03에 **M113 APC(FR-M113-004, 궤도 수송차 4)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-004)**의 초기 상태는 대기 상태이다.
00:04에 **M113 APC(FR-M113-005, 궤도 수송차 5)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-005)**의 초기 상태는 대기 상태이다.
00:04에 **M113 APC(FR-M113-006, 궤도 수송차 6)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-006)**의 초기 상태는 대기 상태이다.
00:04에 **M113 APC(FR-M113-007, 궤도 수송차 7)**은/는 남측 제2방어선에 위치한다. **M113 APC(FR-M113-007)**의 초기 상태는 대기 상태이다.
00:04에 **M1028 FMTV Canvas Cargo Truck(FR-TRK1-001, 탄약 보급차 1)**은/는 아군 후방 보급 집결지에 위치한다. **M1028 FMTV Canvas Cargo Truck(FR-TRK1-001)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1028 FMTV Canvas Cargo Truck(FR-TRK1-002, 탄약 보급차 2)**은/는 아군 후방 보급 집결지에 위치한다. **M1028 FMTV Canvas Cargo Truck(FR-TRK1-002)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1028 FMTV Canvas Cargo Truck(FR-TRK1-003, 탄약 보급차 3)**은/는 아군 후방 보급 집결지에 위치한다. **M1028 FMTV Canvas Cargo Truck(FR-TRK1-003)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1028 FMTV Canvas Cargo Truck(FR-TRK1-004, 탄약 보급차 4)**은/는 아군 후방 보급 집결지에 위치한다. **M1028 FMTV Canvas Cargo Truck(FR-TRK1-004)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1028 FMTV Canvas Cargo Truck(FR-TRK1-005, 탄약 보급차 5)**은/는 아군 후방 보급 집결지에 위치한다. **M1028 FMTV Canvas Cargo Truck(FR-TRK1-005)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1083A1 FMTV Flatbed Truck(FR-TRK2-001, 포탄 보급차 1)**은/는 아군 후방 보급 집결지에 위치한다. **M1083A1 FMTV Flatbed Truck(FR-TRK2-001)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1083A1 FMTV Flatbed Truck(FR-TRK2-002, 포탄 보급차 2)**은/는 아군 후방 보급 집결지에 위치한다. **M1083A1 FMTV Flatbed Truck(FR-TRK2-002)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1083A1 FMTV Flatbed Truck(FR-TRK2-003, 포탄 보급차 3)**은/는 아군 후방 보급 집결지에 위치한다. **M1083A1 FMTV Flatbed Truck(FR-TRK2-003)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **M1083A1 FMTV Flatbed Truck(FR-TRK2-004, 포탄 보급차 4)**은/는 아군 후방 보급 집결지에 위치한다. **M1083A1 FMTV Flatbed Truck(FR-TRK2-004)**은/는 대기 상태에서 적재 대기 상태로 전환한다.
00:04에 **ZPU-4 AA Gun(FR-ZPU-001, 대공화기 1)**은/는 남측 제1방어선에 위치한다. **ZPU-4 AA Gun(FR-ZPU-001)**의 초기 상태는 대기 상태이다.
00:04에 **ZPU-4 AA Gun(FR-ZPU-002, 대공화기 2)**은/는 남측 제1방어선에 위치한다. **ZPU-4 AA Gun(FR-ZPU-002)**의 초기 상태는 대기 상태이다.
00:04에 **ZPU-4 AA Gun(FR-ZPU-003, 대공화기 3)**은/는 남측 제1방어선에 위치한다. **ZPU-4 AA Gun(FR-ZPU-003)**의 초기 상태는 대기 상태이다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-001, 박격포 1)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-002, 박격포 2)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-003, 박격포 3)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-003)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **MO-120RT-61 Mortar(FR-MORT-004, 박격포 4)**은/는 아군 박격포진지에 위치한다. **MO-120RT-61 Mortar(FR-MORT-004)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-001, 곡사포 1)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-002, 곡사포 2)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-003, 곡사포 3)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-003)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M109 Howitzer(FR-M109-004, 곡사포 4)**은/는 아군 포병진지에 위치한다. **M109 Howitzer(FR-M109-004)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **AHS Krab Howitzer(FR-AHS-001, 장거리 자주포 1)**은/는 아군 포병진지에 위치한다. **AHS Krab Howitzer(FR-AHS-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **AHS Krab Howitzer(FR-AHS-002, 장거리 자주포 2)**은/는 아군 포병진지에 위치한다. **AHS Krab Howitzer(FR-AHS-002)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **M901 Patriot Launcher(FR-M901-001, 로켓화력 대체 객체 1)**은/는 아군 포병진지에 위치한다. **M901 Patriot Launcher(FR-M901-001)**은/는 대기 상태에서 사격 준비 대기 상태로 전환한다.
00:04에 **US Army M4(FR-CMD-001, 지휘소 경계 보병 1)**은/는 아군 후방 지휘소에 위치한다. **US Army M4(FR-CMD-001)**의 초기 상태는 대기 상태이다.
00:04에 **US Army M4(FR-CMD-002, 지휘소 경계 보병 2)**은/는 아군 후방 지휘소에 위치한다. **US Army M4(FR-CMD-002)**의 초기 상태는 대기 상태이다.
00:04에 **Russian Soldier AK47(EN-INF-001, 제1제대 보병 1)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-001)**의 초기 상태는 대기 상태이다.
00:04에 **Russian Soldier AK47(EN-INF-002, 제1제대 보병 2)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-002)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-003, 제1제대 보병 3)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-003)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-004, 제1제대 보병 4)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-004)**의 초기 상태는 대기 상태이다.
00:05에 **Russian Soldier AK47(EN-INF-005, 제1제대 보병 5)**은/는 적 북측 집결지에 위치한다. **Russian Soldier AK47(EN-INF-005)**의 초기 상태는 대기 상태이다.
