object_id,t0,t1,state,location
EN-INF-007,207,368,제압,LOC_중앙킬존
EN-INF-007,368,417,제압,LOC_중앙킬존
EN-INF-008,0,5,대기,LOC_적북측집결지
EN-INF-008,5,60,대기,LOC_적북측집결지
EN-INF-008,60,208,공격 이동,LOC_적북측접근로
EN-INF-008,208,368,제압,LOC_중앙킬존
EN-INF-008,368,417,제압,LOC_중앙킬존
EN-INF-009,0,5,대기,LOC_적북측집결지
EN-INF-009,5,61,대기,LOC_적북측집결지
EN-INF-009,61,209,공격 이동,LOC_적북측접근로
EN-INF-009,209,369,제압,LOC_중앙킬존
EN-INF-009,369,417,제압,LOC_중앙킬존
EN-INF-010,0,5,대기,LOC_적북측집결지
EN-INF-010,5,61,대기,LOC_적북측집결지
EN-INF-010,61,210,공격 이동,LOC_적북측접근로
EN-INF-010,210,369,제압,LOC_중앙킬존
EN-INF-010,369,417,제압,LOC_중앙킬존
EN-INF-011,0,5,대기,LOC_적북측집결지
EN-INF-011,5,61,대기,LOC_적북측집결지
EN-INF-011,61,211,공격 이동,LOC_적북측접근로
EN-INF-011,211,369,제압,LOC_중앙킬존
EN-INF-011,369,417,제압,LOC_중앙킬존
EN-INF-012,0,5,대기,LOC_적북측집결지
EN-INF-012,5,61,대기,LOC_적북측집결지
EN-INF-012,61,212,공격 이동,LOC_적북측접근로
EN-INF-012,212,369,제압,LOC_중앙킬존
EN-INF-012,369,417,제압,LOC_중앙킬존
EN-INF-013,0,5,대기,LOC_적북측집결지
EN-INF-013,5,61,대기,LOC_적북측집결지
EN-INF-013,61,213,공격 이동,LOC_적북측접근로
EN-INF-013,213,369,제압,LOC_중앙킬존
EN-INF-013,369,417,제압,LOC_중앙킬존
EN-INF-014,0,5,대기,LOC_적북측집결지
EN-INF-014,5,61,대기,LOC_적북측집결지
EN-INF-014,61,214,공격 이동,LOC_적북측접근로
EN-INF-014,214,369,제압,LOC_중앙킬존
EN-INF-014,369,417,제압,LOC_중앙킬존
EN-INF-015,0,5,대기,LOC_적북측집결지
EN-INF-015,5,61,대기,LOC_적북측집결지
EN-INF-015,61,215,공격 이동,LOC_적북측접근로
EN-INF-015,215,369,제압,LOC_중앙킬존
EN-INF-015,369,417,제압,LOC_중앙킬존
EN-INF-016,0,5,대기,LOC_적북측집결지
EN-INF-016,5,61,대기,LOC_적북측집결지
EN-INF-016,61,216,공격 이동,LOC_적북측접근로
EN-INF-016,216,369,제압,LOC_중앙킬존
EN-INF-016,369,417,제압,LOC_중앙킬존
EN-INF-017,0,5,대기,LOC_적북측집결지
EN-INF-017,5,62,대기,LOC_적북측집결지
EN-INF-017,62,217,공격 이동,LOC_적북측접근로
EN-INF-017,217,370,제압,LOC_중앙킬존
EN-INF-017,370,417,제압,LOC_중앙킬존
EN-INF-018,0,5,대기,LOC_적북측집결지
EN-INF-018,5,62,대기,LOC_적북측집결지
EN-INF-018,62,218,공격 이동,LOC_적북측접근로
EN-INF-018,218,370,제압,LOC_중앙킬존
EN-INF-018,370,417,제압,LOC_중앙킬존
EN-INF-019,0,5,대기,LOC_적북측집결지
EN-INF-019,5,62,대기,LOC_적북측집결지
EN-INF-019,62,219,공격 이동,LOC_적북측접근로
EN-INF-019,219,370,제압,LOC_중앙킬존
EN-INF-019,370,417,제압,LOC_중앙킬존
EN-INF-020,0,5,대기,LOC_적북측집결지
EN-INF-020,5,62,대기,LOC_적북측집결지
EN-INF-020,62,220,공격 이동,LOC_적북측접근로
EN-INF-020,220,370,제압,LOC_중앙킬존
EN-INF-020,370,417,제압,LOC_중앙킬존
EN-INF-021,0,5,대기,LOC_적북측집결지
EN-INF-021,5,62,대기,LOC_적북측집결지
EN-INF-021,62,221,공격 이동,LOC_적북측접근로
EN-INF-021,221,370,제압,LOC_중앙킬존
EN-INF-021,370,417,제압,LOC_중앙킬존
EN-INF-022,0,5,대기,LOC_적북측집결지
EN-INF-022,5,62,대기,LOC_적북측집결지
EN-INF-022,62,222,공격 이동,LOC_적북측접근로
EN-INF-022,222,370,제압,LOC_중앙킬존
EN-INF-022,370,417,제압,LOC_중앙킬존
EN-INF-023,0,5,대기,LOC_적북측집결지
EN-INF-023,5,62,대기,LOC_적북측집결지
EN-INF-023,62,223,공격 이동,LOC_적북측접근로
EN-INF-023,223,370,제압,LOC_중앙킬존
EN-INF-023,370,417,제압,LOC_중앙킬존
EN-INF-024,0,5,대기,LOC_적북측집결지
EN-INF-024,5,62,대기,LOC_적북측집결지
EN-INF-024,62,224,공격 이동,LOC_적북측접근로
EN-INF-024,224,370,제압,LOC_중앙킬존
EN-INF-024,370,417,제압,LOC_중앙킬존
EN-INF-025,0,5,대기,LOC_적북측집결지
EN-INF-025,5,63,대기,LOC_적북측집결지
EN-INF-025,63,225,공격 이동,LOC_적북측접근로
EN-INF-025,225,371,제압,LOC_중앙킬존
EN-INF-025,371,417,제압,LOC_중앙킬존
EN-INF-026,0,5,대기,LOC_적북측집결지
EN-INF-026,5,63,대기,LOC_적북측집결지
EN-INF-026,63,371,공격 이동,LOC_적북측접근로
EN-INF-026,371,417,제압,LOC_중앙킬존
EN-INF-027,0,5,대기,LOC_적북측집결지
EN-INF-027,5,63,대기,LOC_적북측집결지
EN-INF-027,63,371,공격 이동,LOC_적북측접근로
EN-INF-027,371,417,제압,LOC_중앙킬존
EN-INF-028,0,5,대기,LOC_적북측집결지
EN-INF-028,5,63,대기,LOC_적북측집결지
EN-INF-028,63,371,공격 이동,LOC_적북측접근로
EN-INF-028,371,417,제압,LOC_중앙킬존
EN-INF-029,0,5,대기,LOC_적북측집결지
EN-INF-029,5,63,대기,LOC_적북측집결지
EN-INF-029,63,371,공격 이동,LOC_적북측접근로
EN-INF-029,371,417,제압,LOC_중앙킬존
EN-INF-030,0,5,대기,LOC_적북측집결지
EN-INF-030,5,63,대기,LOC_적북측집결지
EN-INF-030,63,371,공격 이동,LOC_적북측접근로
EN-INF-030,371,417,제압,LOC_중앙킬존
EN-INF-031,0,5,대기,LOC_적북측집결지
EN-INF-031,5,63,대기,LOC_적북측집결지
EN-INF-031,63,371,공격 이동,LOC_적북측접근로
EN-INF-031,371,417,제압,LOC_중앙킬존
EN-INF-032,0,5,대기,LOC_적북측집결지
EN-INF-032,5,63,대기,LOC_적북측집결지
EN-INF-032,63,371,공격 이동,LOC_적북측접근로
EN-INF-032,371,417,제압,LOC_중앙킬존
EN-INF-033,0,6,대기,LOC_적북측집결지
EN-INF-033,6,64,대기,LOC_적북측집결지
EN-INF-033,64,372,공격 이동,LOC_적북측접근로
EN-INF-033,372,417,제압,LOC_중앙킬존
EN-INF-034,0,6,대기,LOC_적북측집결지
EN-INF-034,6,64,대기,LOC_적북측집결지
EN-INF-034,64,372,공격 이동,LOC_적북측접근로
EN-INF-034,372,417,제압,LOC_중앙킬존
EN-INF-035,0,6,대기,LOC_적북측집결지
EN-INF-035,6,64,대기,LOC_적북측집결지
EN-INF-035,64,372,공격 이동,LOC_적북측접근로
EN-INF-035,372,417,제압,LOC_중앙킬존
EN-M1A2-001,0,9,대기,LOC_북측예비방어선
EN-M1A2-001,9,157,대기,LOC_북측예비방어선
EN-M1A2-001,157,373,기동,LOC_중앙계곡
EN-M1A2-001,373,417,손상,LOC_중앙킬존
EN-M1A2-002,0,9,대기,LOC_북측예비방어선
EN-M1A2-002,9,158,대기,LOC_북측예비방어선
EN-M1A2-002,158,374,기동,LOC_중앙계곡
EN-M1A2-002,374,417,손상,LOC_중앙킬존
EN-M1A2-003,0,9,대기,LOC_북측예비방어선
EN-M1A2-003,9,159,대기,LOC_북측예비방어선
EN-M1A2-003,159,374,기동,LOC_중앙계곡
EN-M1A2-003,374,417,손상,LOC_중앙킬존
EN-M35-001,0,10,대기,LOC_적후방보급집결지
EN-M35-001,10,181,대기,LOC_적후방보급집결지
EN-M35-001,181,350,기동,LOC_적북측접근로
EN-M35-001,350,398,후퇴,LOC_적북측접근로
EN-M35-001,398,417,보급 정차,LOC_적전방방어선후방
EN-M35-002,0,10,대기,LOC_적후방보급집결지
EN-M35-002,10,182,대기,LOC_적후방보급집결지
EN-M35-002,182,350,기동,LOC_적북측접근로
EN-M35-002,350,399,후퇴,LOC_북측예비방어선
EN-M35-002,399,417,보급 정차,LOC_적전방방어선후방
EN-MIM-001,0,10,대기,LOC_적포병진지
EN-MIM-001,10,120,사격 준비 대기,LOC_적포병진지
EN-MIM-001,120,140,사격 준비,LOC_적포병진지
EN-MIM-001,140,352,사격,LOC_적포병진지
EN-MIM-001,352,417,후퇴,LOC_적북측접근로
EN-MORT-001,0,10,대기,LOC_적박격포진지
EN-MORT-001,10,111,사격 준비 대기,LOC_적박격포진지
EN-MORT-001,111,131,사격 준비,LOC_적박격포진지
EN-MORT-001,131,351,사격,LOC_적박격포진지
EN-MORT-001,351,417,후퇴,LOC_북측예비방어선
EN-MORT-002,0,10,대기,LOC_적박격포진지
EN-MORT-002,10,112,사격 준비 대기,LOC_적박격포진지
EN-MORT-002,112,132,사격 준비,LOC_적박격포진지
EN-MORT-002,132,351,사격,LOC_적박격포진지
EN-MORT-002,351,417,후퇴,LOC_적북측접근로
EN-MORT-003,0,10,대기,LOC_적박격포진지
EN-MORT-003,10,113,사격 준비 대기,LOC_적박격포진지
EN-MORT-003,113,133,사격 준비,LOC_적박격포진지
EN-MORT-003,133,351,사격,LOC_적박격포진지
EN-MORT-003,351,417,후퇴,LOC_북측예비방어선
EN-RT-001,0,123,정상,
EN-RT-001,123,127,피격 지역,
EN-RT-001,127,131,피격 지역,
EN-RT-001,131,417,피격 지역,
EN-SA7-001,0,8,대기,LOC_적북측집결지
EN-SA7-001,8,72,대기,LOC_적북측집결지
EN-SA7-001,72,345,공격 이동,LOC_동측측방접근로
EN-SA7-001,345,417,후퇴,LOC_북측예비방어선
EN-SA7-002,0,8,대기,LOC_적북측집결지
EN-SA7-002,8,72,대기,LOC_적북측집결지
EN-SA7-002,72,345,공격 이동,LOC_동측측방접근로
EN-SA7-002,345,417,후퇴,LOC_적북측접근로
EN-SA7-003,0,8,대기,LOC_적북측집결지
EN-SA7-003,8,72,대기,LOC_적북측집결지
EN-SA7-003,72,345,공격 이동,LOC_동측측방접근로
EN-SA7-003,345,417,후퇴,LOC_북측예비방어선
EN-SA7-004,0,8,대기,LOC_적북측집결지
EN-SA7-004,8,72,대기,LOC_적북측집결지
EN-SA7-004,72,345,공격 이동,LOC_동측측방접근로
EN-SA7-004,345,417,후퇴,LOC_적북측접근로
EN-SA7-005,0,8,대기,LOC_적북측집결지
EN-SA7-005,8,73,대기,LOC_적북측집결지
EN-SA7-005,73,346,공격 이동,LOC_동측측방접근로
EN-SA7-005,346,417,후퇴,LOC_북측예비방어선
EN-SNP-001,0,8,대기,LOC_북측관측소
EN-SNP-001,8,38,대기,LOC_북측관측소
EN-SNP-001,38,346,감시 기동,LOC_중앙계곡
EN-SNP-001,346,417,후퇴,LOC_적북측접근로
EN-SNP-002,0,8,대기,LOC_북측관측소
EN-SNP-002,8,39,대기,LOC_북측관측소
EN-SNP-002,39,347,감시 기동,LOC_중앙계곡
EN-SNP-002,347,417,후퇴,LOC_북측예비방어선
EN-SNP-003,0,8,대기,LOC_북측관측소
EN-SNP-003,8,40,대기,LOC_북측관측소
EN-SNP-003,40,347,감시 기동,LOC_중앙계곡
EN-SNP-003,347,417,후퇴,LOC_적북측접근로
EN-SNP-004,0,8,대기,LOC_북측관측소
EN-SNP-004,8,41,대기,LOC_북측관측소
EN-SNP-004,41,347,감시 기동,LOC_중앙계곡
EN-SNP-004,347,417,후퇴,LOC_북측예비방어선
EN-T72-001,0,9,대기,LOC_적북측접근로
EN-T72-001,9,145,대기,LOC_적북측접근로
EN-T72-001,145,372,기동,LOC_중앙계곡
EN-T72-001,372,417,손상,LOC_중앙킬존
EN-T72-002,0,9,대기,LOC_적북측접근로
EN-T72-002,9,146,대기,LOC_적북측접근로
EN-T72-002,146,372,기동,LOC_중앙계곡
EN-T72-002,372,417,손상,LOC_중앙킬존
EN-T72-003,0,9,대기,LOC_적북측접근로
EN-T72-003,9,147,대기,LOC_적북측접근로
EN-T72-003,147,372,기동,LOC_중앙계곡
EN-T72-003,372,417,손상,LOC_중앙킬존
EN-T72-004,0,9,대기,LOC_적북측접근로
EN-T72-004,9,148,대기,LOC_적북측접근로
EN-T72-004,148,372,기동,LOC_중앙계곡
EN-T72-004,372,417,손상,LOC_중앙킬존
EN-T72-005,0,9,대기,LOC_적북측접근로
EN-T72-005,9,149,대기,LOC_적북측접근로
EN-T72-005,149,372,기동,LOC_중앙계곡
EN-T72-005,372,417,손상,LOC_중앙킬존
EN-T72-006,0,9,대기,LOC_적북측접근로
EN-T72-006,9,150,대기,LOC_적북측접근로
EN-T72-006,150,373,기동,LOC_중앙계곡
EN-T72-006,373,417,손상,LOC_중앙킬존
EN-ZPU-001,0,10,대기,LOC_북측전방방어선
EN-ZPU-001,10,185,대기,LOC_북측전방방어선
EN-ZPU-001,185,351,기동,LOC_적북측접근로
EN-ZPU-001,351,417,후퇴,LOC_적북측접근로
EN-ZPU-002,0,10,대기,LOC_북측전방방어선
EN-ZPU-002,10,186,대기,LOC_북측전방방어선
EN-ZPU-002,186,351,기동,LOC_적북측접근로
EN-ZPU-002,351,417,후퇴,LOC_북측예비방어선
FR-AHS-001,0,4,대기,LOC_아군포병진지
FR-AHS-001,4,108,사격 준비 대기,LOC_아군포병진지
FR-AHS-001,108,128,사격 준비,LOC_아군포병진지
FR-AHS-001,128,341,사격,LOC_아군포병진지
FR-AHS-001,341,417,방어,LOC_목표A남측
FR-AT-001,0,2,대기,LOC_남측제1방어선
FR-AT-001,2,82,대기,LOC_남측제1방어선
FR-AT-001,82,335,방어 기동,LOC_동측능선
FR-AT-001,335,413,방어,LOC_중앙킬존남측
FR-AT-001,413,417,방어,LOC_남측제1방어선
FR-AT-002,0,2,대기,LOC_남측제1방어선
FR-AT-002,2,82,대기,LOC_남측제1방어선
FR-AT-002,82,335,방어 기동,LOC_동측능선
FR-AT-002,335,413,방어,LOC_목표A남측
FR-AT-002,413,417,방어,LOC_목표A남측
FR-AT-003,0,2,대기,LOC_남측제1방어선
FR-AT-003,2,82,대기,LOC_남측제1방어선
FR-AT-003,82,335,방어 기동,LOC_동측능선
FR-AT-003,335,413,방어,LOC_중앙킬존남측
FR-AT-003,413,417,방어,LOC_남측제1방어선
FR-AT-004,0,2,대기,LOC_남측제1방어선
FR-AT-004,2,82,대기,LOC_남측제1방어선
FR-AT-004,82,335,방어 기동,LOC_동측능선
FR-AT-004,335,413,방어,LOC_목표A남측
FR-AT-004,413,417,방어,LOC_목표A남측
FR-AT-005,0,2,대기,LOC_남측제1방어선
FR-AT-005,2,83,대기,LOC_남측제1방어선
FR-AT-005,83,335,방어 기동,LOC_동측능선
FR-AT-005,335,413,방어,LOC_중앙킬존남측
FR-AT-005,413,417,방어,LOC_남측제1방어선
FR-AT-006,0,2,대기,LOC_남측제1방어선
FR-AT-006,2,83,대기,LOC_남측제1방어선
FR-AT-006,83,335,방어 기동,LOC_동측능선
FR-AT-006,335,413,방어,LOC_목표A남측
FR-AT-006,413,417,방어,LOC_목표A남측
FR-FP-001,0,134,정상,
FR-FP-001,134,138,피격 지역,
FR-FP-001,138,417,피격 지역,
FR-FP-002,0,139,정상,
FR-FP-002,139,417,피격 지역,
FR-INF-001,0,75,대기,LOC_남측제1방어선
FR-INF-001,75,200,방어 기동,LOC_중앙킬존
FR-INF-001,200,365,방어 기동,LOC_중앙킬존
FR-INF-001,365,417,제압,LOC_남측제1방어선전방
FR-INF-002,0,75,대기,LOC_남측제1방어선
FR-INF-002,75,201,방어 기동,LOC_중앙킬존
FR-INF-002,201,365,사격,LOC_중앙킬존
FR-INF-002,365,417,제압,LOC_남측제1방어선전방
FR-INF-003,0,75,대기,LOC_남측제1방어선
FR-INF-003,75,202,방어 기동,LOC_중앙킬존
FR-INF-003,202,365,사격,LOC_중앙킬존
FR-INF-003,365,417,제압,LOC_남측제1방어선전방
FR-INF-004,0,75,대기,LOC_남측제1방어선
FR-INF-004,75,203,방어 기동,LOC_중앙킬존
FR-INF-004,203,365,사격,LOC_중앙킬존
FR-INF-004,365,417,제압,LOC_남측제1방어선전방
FR-INF-005,0,75,대기,LOC_남측제1방어선
FR-INF-005,75,204,방어 기동,LOC_중앙킬존
FR-INF-005,204,365,사격,LOC_중앙킬존
FR-INF-005,365,417,제압,LOC_남측제1방어선전방
FR-INF-006,0,75,대기,LOC_남측제1방어선
FR-INF-006,75,205,방어 기동,LOC_중앙킬존
FR-INF-006,205,365,사격,LOC_중앙킬존
FR-INF-006,365,417,제압,LOC_남측제1방어선전방
FR-INF-007,0,75,대기,LOC_남측제1방어선
FR-INF-007,75,206,방어 기동,LOC_중앙킬존
FR-INF-007,206,365,사격,LOC_중앙킬존
FR-INF-007,365,417,제압,LOC_남측제1방어선전방
FR-INF-008,0,75,대기,LOC_남측제1방어선
FR-INF-008,75,207,방어 기동,LOC_중앙킬존
FR-INF-008,207,365,사격,LOC_중앙킬존
FR-INF-008,365,417,제압,LOC_남측제1방어선전방
FR-INF-009,0,76,대기,LOC_남측제1방어선
FR-INF-009,76,208,방어 기동,LOC_중앙킬존
FR-INF-009,208,366,사격,LOC_중앙킬존
FR-INF-009,366,417,제압,LOC_남측제1방어선전방
FR-INF-010,0,76,대기,LOC_남측제1방어선
FR-INF-010,76,209,방어 기동,LOC_중앙킬존
FR-INF-010,209,366,사격,LOC_중앙킬존
FR-INF-010,366,417,제압,LOC_남측제1방어선전방
FR-INF-011,0,76,대기,LOC_남측제1방어선
FR-INF-011,76,210,방어 기동,LOC_중앙킬존
FR-INF-011,210,366,사격,LOC_중앙킬존
FR-INF-011,366,417,제압,LOC_남측제1방어선전방
FR-INF-012,0,76,대기,LOC_남측제1방어선
FR-INF-012,76,211,방어 기동,LOC_중앙킬존
FR-INF-012,211,366,사격,LOC_중앙킬존
FR-INF-012,366,417,제압,LOC_남측제1방어선전방
FR-INF-013,0,76,대기,LOC_남측제1방어선
FR-INF-013,76,212,방어 기동,LOC_중앙킬존
FR-INF-013,212,366,사격,LOC_중앙킬존
FR-INF-013,366,417,제압,LOC_남측제1방어선전방
FR-INF-014,0,76,대기,LOC_남측제1방어선
FR-INF-014,76,213,방어 기동,LOC_중앙킬존
FR-INF-014,213,366,사격,LOC_중앙킬존
FR-INF-014,366,417,제압,LOC_남측제1방어선전방
FR-INF-015,0,76,대기,LOC_남측제1방어선
FR-INF-015,76,214,방어 기동,LOC_중앙킬존
FR-INF-015,214,366,사격,LOC_중앙킬존
FR-INF-015,366,417,제압,LOC_남측제1방어선전방
FR-INF-016,0,76,대기,LOC_남측제1방어선
FR-INF-016,76,215,방어 기동,LOC_중앙킬존
FR-INF-016,215,366,사격,LOC_중앙킬존
FR-INF-016,366,417,제압,LOC_남측제1방어선전방
FR-INF-017,0,77,대기,LOC_남측제1방어선
FR-INF-017,77,216,방어 기동,LOC_중앙킬존
FR-INF-017,216,331,사격,LOC_중앙킬존
FR-INF-017,331,410,방어,LOC_중앙킬존남측
FR-INF-017,410,417,방어,LOC_남측제1방어선
FR-INF-018,0,77,대기,LOC_남측제1방어선
FR-INF-018,77,217,방어 기동,LOC_중앙킬존
FR-INF-018,217,331,사격,LOC_중앙킬존
FR-INF-018,331,410,방어,LOC_목표A남측
FR-INF-018,410,417,방어,LOC_목표A남측
FR-INF-019,0,77,대기,LOC_남측제1방어선
FR-INF-019,77,218,방어 기동,LOC_중앙킬존
FR-INF-019,218,331,사격,LOC_중앙킬존
FR-INF-019,331,411,방어,LOC_중앙킬존남측
FR-INF-019,411,417,방어,LOC_남측제1방어선
FR-INF-020,0,77,대기,LOC_남측제1방어선
FR-INF-020,77,219,방어 기동,LOC_중앙킬존
FR-INF-020,219,331,사격,LOC_중앙킬존
FR-INF-020,331,411,방어,LOC_목표A남측
FR-INF-020,411,417,방어,LOC_목표A남측
FR-INF-021,0,77,대기,LOC_남측제1방어선
FR-INF-021,77,220,방어 기동,LOC_중앙킬존
FR-INF-021,220,331,사격,LOC_중앙킬존
FR-INF-021,331,411,방어,LOC_중앙킬존남측
FR-INF-021,411,417,방어,LOC_남측제1방어선
FR-INF-022,0,77,대기,LOC_남측제1방어선
FR-INF-022,77,221,방어 기동,LOC_중앙킬존
FR-INF-022,221,331,사격,LOC_중앙킬존
FR-INF-022,331,411,방어,LOC_목표A남측
FR-INF-022,411,417,방어,LOC_목표A남측
FR-INF-023,0,77,대기,LOC_남측제1방어선
FR-INF-023,77,222,방어 기동,LOC_중앙킬존
FR-INF-023,222,331,사격,LOC_중앙킬존
FR-INF-023,331,411,방어,LOC_중앙킬존남측
FR-INF-023,411,417,방어,LOC_남측제1방어선
FR-INF-024,0,77,대기,LOC_남측제1방어선
FR-INF-024,77,223,방어 기동,LOC_중앙킬존
FR-INF-024,223,331,사격,LOC_중앙킬존
FR-INF-024,331,411,방어,LOC_목표A남측
FR-INF-024,411,417,방어,LOC_목표A남측
FR-INF-025,0,78,대기,LOC_남측제1방어선
FR-INF-025,78,224,방어 기동,LOC_중앙킬존
FR-INF-025,224,332,사격,LOC_중앙킬존
FR-INF-025,332,411,방어,LOC_중앙킬존남측
FR-INF-025,411,417,방어,LOC_남측제1방어선
FR-LAV-001,0,3,대기,LOC_남측제2방어선
FR-LAV-001,3,188,대기,LOC_남측제2방어선
FR-LAV-001,188,339,기동,LOC_중앙킬존남측
FR-LAV-001,339,416,방어,LOC_중앙킬존남측
FR-LAV-001,416,417,방어,LOC_남측제1방어선
FR-LAV-002,0,3,대기,LOC_남측제2방어선
FR-LAV-002,3,189,대기,LOC_남측제2방어선
FR-LAV-002,189,339,기동,LOC_중앙킬존남측
FR-LAV-002,339,416,방어,LOC_목표A남측
FR-LAV-002,416,417,방어,LOC_목표A남측
FR-LAV-003,0,3,대기,LOC_남측제2방어선
FR-LAV-003,3,190,대기,LOC_남측제2방어선
FR-LAV-003,190,339,기동,LOC_중앙킬존남측
FR-LAV-003,339,416,방어,LOC_중앙킬존남측
FR-LAV-003,416,417,방어,LOC_남측제1방어선
FR-LAV-004,0,3,대기,LOC_남측제2방어선
FR-LAV-004,3,191,대기,LOC_남측제2방어선
FR-LAV-004,191,339,기동,LOC_중앙킬존남측
FR-LAV-004,339,416,방어,LOC_목표A남측
FR-LAV-004,416,417,방어,LOC_목표A남측
FR-LN-001,0,133,정상,
FR-LN-001,133,137,피격 지역,
FR-LN-001,137,141,피격 지역,
FR-LN-001,141,417,피격 지역,
FR-M109-001,0,4,대기,LOC_아군포병진지
