subject,predicate,object,timestamp,latitude,longitude,source,force,tracking_id,uuid,entity_type,damage,smoke,flaming,mobility_kill,firepower_kill,suppression_level
"FRRPG001","Move-To Waypoint: ""P2""","-","2026-08-09T08:53:44.000Z",21.39076020,-157.74423128,"UAV 3","1","1:3001:44","FRRPG001","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRT69007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38723498,-157.73572679,"UAV 3","1","1:3001:51","FRT69007","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRT69002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38679397,-157.73573473,"UAV 3","1","1:3001:64","FRT69002","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRT69001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38670584,-157.73573631,"UAV 3","1","1:3001:66","FRT69001","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRRPG004","Move-To Waypoint: ""P2""","-","2026-08-09T08:53:44.000Z",21.39078247,-157.74428368,"UAV 3","1","1:3001:77","FRRPG004","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRT69006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38714673,-157.73572838,"UAV 3","1","1:3001:110","FRT69006","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRT69003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38688212,-157.73573315,"UAV 3","1","1:3001:149","FRT69003","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRT69005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38705850,-157.73572997,"UAV 3","1","1:3001:150","FRT69005","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRRPG006","Move-To Waypoint: ""P2""","-","2026-08-09T08:53:44.000Z",21.39079732,-157.74431861,"UAV 3","1","1:3001:166","FRRPG006","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRRPG003","Move-To Waypoint: ""P2""","-","2026-08-09T08:53:44.000Z",21.39077505,-157.74426621,"UAV 3","1","1:3001:189","FRRPG003","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRRPG010","Move-To Waypoint: ""P4""","-","2026-08-09T08:53:44.000Z",21.39084947,-157.74428645,"UAV 3","1","1:3001:214","FRRPG010","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRT69004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38697030,-157.73573156,"UAV 3","1","1:3001:216","FRT69004","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRRPG008","Move-To Waypoint: ""P2""","-","2026-08-09T08:53:44.000Z",21.39081217,-157.74435354,"UAV 3","1","1:3001:231","FRRPG008","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRT69008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38753698,-157.73537270,"UAV 3","1","1:3001:268","FRT69008","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRT69009","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:53:44.000Z",21.38762729,-157.73537250,"UAV 3","1","1:3001:270","FRT69009","1:1:45:1:2:1:0","0","false","false","false","false","0"
"FRRPG002","Move-To Waypoint: ""P2""","-","2026-08-09T08:53:44.000Z",21.39080128,-157.74421836,"UAV 3","1","1:3001:333","FRRPG002","3:1:218:11:70:10:8","0","false","false","false","false","0"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:21.000Z",21.38795805,-157.75056245,"UAV 3","1","1:3001:1481","FRTRK2004","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRT80001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38320263,-157.75127888,"UAV 3","1","1:3001:1517","FRT80001","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38313511,-157.75121484,"UAV 3","1","1:3001:1542","FRT80002","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:21.000Z",21.38830321,-157.75041322,"UAV 3","1","1:3001:1548","FRTRK1001","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRM113003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39233243,-157.74742356,"UAV 3","1","1:3001:1552","FRM113003","1:1:225:2:3:1:0","0","false","false","false","false","0"
"ENM35004","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-","2026-08-09T08:59:21.000Z",21.37347888,-157.73301592,"UAV 3","2","1:3001:1555","ENM35004","1:1:225:7:1:6:0","0","false","false","false","false","0"
"FRT80005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38293254,-157.75102272,"UAV 3","1","1:3001:1570","FRT80005","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39168193,-157.74530139,"UAV 3","1","1:3001:1596","FRLAV002","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRLAV006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39183196,-157.74565228,"UAV 3","1","1:3001:1601","FRLAV006","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39248217,-157.74777461,"UAV 3","1","1:3001:1612","FRM113007","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRM113002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39229499,-157.74733580,"UAV 3","1","1:3001:1614","FRM113002","1:1:225:2:3:1:0","0","false","false","false","false","0"
"ENM35002","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-","2026-08-09T08:59:21.000Z",21.37345731,-157.73310956,"UAV 3","2","1:3001:1645","ENM35002","1:1:225:7:1:6:0","0","false","false","false","false","0"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39190693,-157.74582776,"UAV 3","1","1:3001:1651","FRLAV008","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38272998,-157.75083059,"UAV 3","1","1:3001:1661","FRT80008","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39244474,-157.74768685,"UAV 3","1","1:3001:1662","FRM113006","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:21.000Z",21.38822635,-157.75052215,"UAV 3","1","1:3001:1678","FRTRK1005","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRT80006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38286502,-157.75095868,"UAV 3","1","1:3001:1679","FRT80006","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38279749,-157.75089464,"UAV 3","1","1:3001:1709","FRT80007","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39164445,-157.74521365,"UAV 3","1","1:3001:1723","FRLAV001","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38306759,-157.75115080,"UAV 3","1","1:3001:1726","FRT80003","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39171944,-157.74538911,"UAV 3","1","1:3001:1729","FRLAV003","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.38300007,-157.75108675,"UAV 3","1","1:3001:1737","FRT80004","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRM113005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39240732,-157.74759908,"UAV 3","1","1:3001:1746","FRM113005","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39225758,-157.74724803,"UAV 3","1","1:3001:1747","FRM113001","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39179447,-157.74556455,"UAV 3","1","1:3001:1752","FRLAV005","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRM113004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39236986,-157.74751133,"UAV 3","1","1:3001:1759","FRM113004","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39186945,-157.74574002,"UAV 3","1","1:3001:1762","FRLAV007","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:21.000Z",21.38804748,-157.75054902,"UAV 3","1","1:3001:1768","FRTRK2003","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:21.000Z",21.39175695,-157.74547683,"UAV 3","1","1:3001:1790","FRLAV004","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:21.000Z",21.38831579,-157.75050871,"UAV 3","1","1:3001:1803","FRTRK1004","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38795121,-157.75050344,"UAV 3","1","1:3001:1481","FRTRK2004","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRT80001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38320326,-157.75117420,"UAV 3","1","1:3001:1517","FRT80001","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38313571,-157.75110996,"UAV 3","1","1:3001:1542","FRT80002","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38829683,-157.75037008,"UAV 3","1","1:3001:1548","FRTRK1001","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRM113003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39224329,-157.74742086,"UAV 3","1","1:3001:1552","FRM113003","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRT80005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38293312,-157.75091762,"UAV 3","1","1:3001:1570","FRT80005","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39157043,-157.74531481,"UAV 3","1","1:3001:1596","FRLAV002","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRLAV006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39173556,-157.74566143,"UAV 3","1","1:3001:1601","FRLAV006","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39238751,-157.74776920,"UAV 3","1","1:3001:1612","FRM113007","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRM113002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39220699,-157.74733372,"UAV 3","1","1:3001:1614","FRM113002","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39181598,-157.74583550,"UAV 3","1","1:3001:1651","FRLAV008","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38273048,-157.75072464,"UAV 3","1","1:3001:1661","FRT80008","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39235294,-157.74768230,"UAV 3","1","1:3001:1662","FRM113006","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38821930,-157.75047165,"UAV 3","1","1:3001:1678","FRTRK1005","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRT80006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38286557,-157.75085334,"UAV 3","1","1:3001:1679","FRT80006","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38279805,-157.75078912,"UAV 3","1","1:3001:1709","FRT80007","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39152267,-157.74522927,"UAV 3","1","1:3001:1723","FRLAV001","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38306818,-157.75104564,"UAV 3","1","1:3001:1726","FRT80003","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39161186,-157.74540122,"UAV 3","1","1:3001:1729","FRLAV003","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38300065,-157.75098147,"UAV 3","1","1:3001:1737","FRT80004","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRM113005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39231717,-157.74759524,"UAV 3","1","1:3001:1746","FRM113005","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39217311,-157.74724672,"UAV 3","1","1:3001:1747","FRM113001","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39169526,-157.74557442,"UAV 3","1","1:3001:1752","FRLAV005","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRM113004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39227905,-157.74750794,"UAV 3","1","1:3001:1759","FRM113004","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39177629,-157.74574844,"UAV 3","1","1:3001:1762","FRLAV007","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38804041,-157.75049185,"UAV 3","1","1:3001:1768","FRTRK2003","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39165246,-157.74548777,"UAV 3","1","1:3001:1790","FRLAV004","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38830864,-157.75046030,"UAV 3","1","1:3001:1803","FRTRK1004","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38795121,-157.75050344,"UAV 3","1","1:3001:1481","FRTRK2004","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRT80001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38320326,-157.75117420,"UAV 3","1","1:3001:1517","FRT80001","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38313571,-157.75110996,"UAV 3","1","1:3001:1542","FRT80002","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38829683,-157.75037008,"UAV 3","1","1:3001:1548","FRTRK1001","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRM113003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39224329,-157.74742086,"UAV 3","1","1:3001:1552","FRM113003","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRT80005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38293312,-157.75091762,"UAV 3","1","1:3001:1570","FRT80005","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39157043,-157.74531481,"UAV 3","1","1:3001:1596","FRLAV002","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRLAV006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39173556,-157.74566143,"UAV 3","1","1:3001:1601","FRLAV006","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39238751,-157.74776920,"UAV 3","1","1:3001:1612","FRM113007","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRM113002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39220699,-157.74733372,"UAV 3","1","1:3001:1614","FRM113002","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39181598,-157.74583550,"UAV 3","1","1:3001:1651","FRLAV008","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38273048,-157.75072464,"UAV 3","1","1:3001:1661","FRT80008","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39235294,-157.74768230,"UAV 3","1","1:3001:1662","FRM113006","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38821930,-157.75047165,"UAV 3","1","1:3001:1678","FRTRK1005","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRT80006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38286557,-157.75085334,"UAV 3","1","1:3001:1679","FRT80006","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38279805,-157.75078912,"UAV 3","1","1:3001:1709","FRT80007","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39152267,-157.74522927,"UAV 3","1","1:3001:1723","FRLAV001","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38306818,-157.75104564,"UAV 3","1","1:3001:1726","FRT80003","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39161186,-157.74540122,"UAV 3","1","1:3001:1729","FRLAV003","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRT80004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.38300065,-157.75098147,"UAV 3","1","1:3001:1737","FRT80004","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRM113005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39231717,-157.74759524,"UAV 3","1","1:3001:1746","FRM113005","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39217311,-157.74724672,"UAV 3","1","1:3001:1747","FRM113001","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39169526,-157.74557442,"UAV 3","1","1:3001:1752","FRLAV005","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRM113004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39227905,-157.74750794,"UAV 3","1","1:3001:1759","FRM113004","1:1:225:2:3:1:0","0","false","false","false","false","0"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39177629,-157.74574844,"UAV 3","1","1:3001:1762","FRLAV007","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38804041,-157.75049185,"UAV 3","1","1:3001:1768","FRTRK2003","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:22.000Z",21.39165246,-157.74548777,"UAV 3","1","1:3001:1790","FRLAV004","1:1:39:2:6:1:0","0","false","false","false","false","0"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:22.000Z",21.38830864,-157.75046030,"UAV 3","1","1:3001:1803","FRTRK1004","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:23.000Z",21.38795121,-157.75050344,"UAV 3","1","1:3001:1481","FRTRK2004","1:1:225:7:12:8:0","0","false","false","false","false","0"
"FRT80001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:23.000Z",21.38320326,-157.75117420,"UAV 3","1","1:3001:1517","FRT80001","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRT80002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:23.000Z",21.38313571,-157.75110996,"UAV 3","1","1:3001:1542","FRT80002","1:1:222:1:1:1:0","0","false","false","false","false","0"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-","2026-08-09T08:59:23.000Z",21.38829683,-157.75037008,"UAV 3","1","1:3001:1548","FRTRK1001","1:1:225:7:12:0:0","0","false","false","false","false","0"
"FRM113003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-","2026-08-09T08:59:23.000Z",21.39224329,-157.74742086,"UAV 3","1","1:3001:1552","FRM113003","1:1:225:2:3:1:0","0","false","false","false","false","0"
